Date,Order Number,Customer,Mode,Depart,Arrive,Valid_Order
20-Feb-26,1878,Addidas,Train,20-02-2026 02:19,05-01-2021 18:02,1
12-Mar-26,1898,Addidas,Train,12-03-2026 02:21,05-01-2021 19:14,1
01-Apr-26,1918,Addidas,Train,01-04-2026 02:22,05-01-2021 20:26,1
21-Apr-26,1938,Addidas,Train,21-04-2026 02:24,05-01-2021 21:38,1
29-Apr-26,1946,Addidas,Train,29-04-2026 02:24,05-01-2021 22:07,1
19-May-26,1966,Addidas,Train,19-05-2026 02:26,05-01-2021 23:19,1
08-Jun-26,1986,Addidas,Train,08-06-2026 02:27,06-01-2021 00:31,1
28-Jun-26,2006,Addidas,Train,28-06-2026 02:28,06-01-2021 01:43,1
18-Jul-26,2026,Addidas,Train,18-07-2026 02:30,06-01-2021 02:55,1
07-Aug-26,2046,Addidas,Train,07-08-2026 02:31,06-01-2021 04:07,1
15-Aug-26,2054,Addidas,Train,15-08-2026 02:32,06-01-2021 04:35,1
04-Sep-26,2074,Addidas,Train,04-09-2026 02:33,06-01-2021 05:47,1
24-Sep-26,2094,Addidas,Train,24-09-2026 02:35,06-01-2021 06:59,1
14-Oct-26,2114,Addidas,Train,14-10-2026 02:36,06-01-2021 08:11,1
03-Nov-26,2134,Addidas,Train,03-11-2026 02:38,06-01-2021 09:23,1
23-Nov-26,2154,Addidas,Train,23-11-2026 02:39,06-01-2021 10:35,1
01-Dec-26,2162,Addidas,Train,01-12-2026 02:40,06-01-2021 11:04,1
21-Dec-26,2182,Addidas,Train,21-12-2026 02:41,06-01-2021 12:16,1
10-Jan-27,2202,Addidas,Train,10-01-2027 02:43,06-01-2021 13:28,1
30-Jan-27,2222,Addidas,Train,30-01-2027 02:44,06-01-2021 14:40,1
19-Feb-27,2242,Addidas,Train,19-02-2027 02:45,06-01-2021 15:52,1
11-Mar-27,2262,Addidas,Train,11-03-2027 02:47,06-01-2021 17:04,1
19-Mar-27,2270,Addidas,Train,19-03-2027 02:47,06-01-2021 17:33,1
08-Apr-27,2290,Addidas,Train,08-04-2027 02:49,06-01-2021 18:45,1
28-Apr-27,2310,Addidas,Train,28-04-2027 02:50,06-01-2021 19:57,1
18-May-27,2330,Addidas,Train,18-05-2027 02:52,06-01-2021 21:09,1
07-Jun-27,2350,Addidas,Train,07-06-2027 02:53,06-01-2021 22:21,1
27-Jun-27,2370,Addidas,Train,27-06-2027 02:55,06-01-2021 23:33,1
05-Jul-27,2378,Addidas,Train,05-07-2027 02:55,07-01-2021 00:02,1
25-Jul-27,2398,Addidas,Train,25-07-2027 02:57,07-01-2021 01:14,1
14-Aug-27,2418,Addidas,Train,14-08-2027 02:58,07-01-2021 02:26,1
03-Sep-27,2438,Addidas,Train,03-09-2027 03:00,07-01-2021 03:38,1
23-Sep-27,2458,Addidas,Train,23-09-2027 03:01,07-01-2021 04:50,1
13-Oct-27,2478,Addidas,Train,13-10-2027 03:02,07-01-2021 06:02,1
21-Oct-27,2486,Addidas,Train,21-10-2027 03:03,07-01-2021 06:31,1
10-Nov-27,2506,Addidas,Train,10-11-2027 03:04,07-01-2021 07:43,1
02-Jan-21,3,Air Jordan,Plane,02-01-2021 00:04,01-01-2021 01:32,1
22-Jan-21,23,Air Jordan,Plane,22-01-2021 00:06,01-01-2021 02:44,1
11-Feb-21,43,Air Jordan,Plane,11-02-2021 00:07,01-01-2021 03:56,1
03-Mar-21,63,Air Jordan,Plane,03-03-2021 00:09,01-01-2021 05:08,1
23-Mar-21,83,Air Jordan,Plane,23-03-2021 00:10,01-01-2021 06:20,1
12-Apr-21,103,Air Jordan,Plane,12-04-2021 00:11,01-01-2021 07:32,1
20-Apr-21,111,Air Jordan,Plane,20-04-2021 00:12,01-01-2021 08:01,1
10-May-21,131,Air Jordan,Plane,10-05-2021 00:13,01-01-2021 09:13,1
30-May-21,151,Air Jordan,Plane,30-05-2021 00:15,01-01-2021 10:25,1
19-Jun-21,171,Air Jordan,Plane,19-06-2021 00:16,01-01-2021 11:37,1
09-Jul-21,191,Air Jordan,Plane,09-07-2021 00:18,01-01-2021 12:49,1
29-Jul-21,211,Air Jordan,Plane,29-07-2021 00:19,01-01-2021 14:01,1
06-Aug-21,219,Air Jordan,Plane,06-08-2021 00:20,01-01-2021 14:29,1
26-Aug-21,239,Air Jordan,Plane,26-08-2021 00:21,01-01-2021 15:41,1
15-Sep-21,259,Air Jordan,Plane,15-09-2021 00:23,01-01-2021 16:53,1
05-Oct-21,279,Air Jordan,Plane,05-10-2021 00:24,01-01-2021 18:05,1
25-Oct-21,299,Air Jordan,Plane,25-10-2021 00:25,01-01-2021 19:17,1
14-Nov-21,319,Air Jordan,Plane,14-11-2021 00:27,01-01-2021 20:29,1
22-Nov-21,327,Air Jordan,Plane,22-11-2021 00:28,01-01-2021 20:58,1
12-Dec-21,347,Air Jordan,Plane,12-12-2021 00:29,01-01-2021 22:10,1
01-Jan-22,367,Air Jordan,Plane,01-01-2022 00:30,01-01-2021 23:22,1
21-Jan-22,387,Air Jordan,Plane,21-01-2022 00:32,02-01-2021 00:34,1
10-Feb-22,407,Air Jordan,Plane,10-02-2022 00:33,02-01-2021 01:46,1
02-Mar-22,427,Air Jordan,Plane,02-03-2022 00:35,02-01-2021 02:58,1
10-Mar-22,435,Air Jordan,Plane,10-03-2022 00:35,02-01-2021 03:27,1
30-Mar-22,455,Air Jordan,Plane,30-03-2022 00:37,02-01-2021 04:39,1
19-Apr-22,475,Air Jordan,Plane,19-04-2022 00:38,02-01-2021 05:51,1
09-May-22,495,Air Jordan,Plane,09-05-2022 00:40,02-01-2021 07:03,1
29-May-22,515,Air Jordan,Plane,29-05-2022 00:41,02-01-2021 08:15,1
18-Jun-22,535,Air Jordan,Plane,18-06-2022 00:42,02-01-2021 09:27,1
26-Jun-22,543,Air Jordan,Plane,26-06-2022 00:43,02-01-2021 09:56,1
16-Jul-22,563,Air Jordan,Plane,16-07-2022 00:45,02-01-2021 11:08,1
05-Aug-22,583,Air Jordan,Plane,05-08-2022 00:46,02-01-2021 12:20,1
25-Aug-22,603,Air Jordan,Plane,25-08-2022 00:47,02-01-2021 13:32,1
14-Sep-22,623,Air Jordan,Plane,14-09-2022 00:49,02-01-2021 14:44,1
04-Oct-22,643,Air Jordan,Plane,04-10-2022 00:50,02-01-2021 15:56,1
12-Oct-22,651,Air Jordan,Plane,12-10-2022 00:51,02-01-2021 16:25,1
01-Nov-22,671,Air Jordan,Plane,01-11-2022 00:52,02-01-2021 17:37,1
21-Nov-22,691,Air Jordan,Plane,21-11-2022 00:54,02-01-2021 18:49,1
11-Dec-22,711,Air Jordan,Plane,11-12-2022 00:55,02-01-2021 20:01,1
31-Dec-22,731,Air Jordan,Plane,31-12-2022 00:57,02-01-2021 21:13,1
20-Jan-23,751,Air Jordan,Plane,20-01-2023 00:58,02-01-2021 22:25,1
28-Jan-23,759,Air Jordan,Plane,28-01-2023 00:59,02-01-2021 22:53,1
17-Feb-23,779,Air Jordan,Plane,17-02-2023 01:00,03-01-2021 00:05,1
09-Mar-23,799,Air Jordan,Plane,09-03-2023 01:01,03-01-2021 01:17,1
29-Mar-23,819,Air Jordan,Plane,29-03-2023 01:03,03-01-2021 02:29,1
18-Apr-23,839,Air Jordan,Plane,18-04-2023 01:04,03-01-2021 03:41,1
08-May-23,859,Air Jordan,Plane,08-05-2023 01:06,03-01-2021 04:53,1
16-May-23,867,Air Jordan,Plane,16-05-2023 01:06,03-01-2021 05:22,1
05-Jun-23,887,Air Jordan,Plane,05-06-2023 01:08,03-01-2021 06:34,1
25-Jun-23,907,Air Jordan,Plane,25-06-2023 01:09,03-01-2021 07:46,1
15-Jul-23,927,Air Jordan,Plane,15-07-2023 01:11,03-01-2021 08:58,1
04-Aug-23,947,Air Jordan,Plane,04-08-2023 01:12,03-01-2021 10:10,1
24-Aug-23,967,Air Jordan,Plane,24-08-2023 01:14,03-01-2021 11:22,1
01-Sep-23,975,Air Jordan,Plane,01-09-2023 01:14,03-01-2021 11:51,1
21-Sep-23,995,Air Jordan,Plane,21-09-2023 01:16,03-01-2021 13:03,1
11-Oct-23,1015,Air Jordan,Plane,11-10-2023 01:17,03-01-2021 14:15,1
31-Oct-23,1035,Air Jordan,Plane,31-10-2023 01:18,03-01-2021 15:27,1
20-Nov-23,1055,Air Jordan,Plane,20-11-2023 01:20,03-01-2021 16:39,1
10-Dec-23,1075,Air Jordan,Plane,10-12-2023 01:21,03-01-2021 17:51,1
18-Dec-23,1083,Air Jordan,Plane,18-12-2023 01:22,03-01-2021 18:20,1
07-Jan-24,1103,Air Jordan,Plane,07-01-2024 01:23,03-01-2021 19:32,1
27-Jan-24,1123,Air Jordan,Plane,27-01-2024 01:25,03-01-2021 20:44,1
16-Feb-24,1143,Air Jordan,Plane,16-02-2024 01:26,03-01-2021 21:56,1
07-Mar-24,1163,Air Jordan,Plane,07-03-2024 01:28,03-01-2021 23:08,1
27-Mar-24,1183,Air Jordan,Plane,27-03-2024 01:29,04-01-2021 00:20,1
04-Apr-24,1191,Air Jordan,Plane,04-04-2024 01:30,04-01-2021 00:49,1
24-Apr-24,1211,Air Jordan,Plane,24-04-2024 01:31,04-01-2021 02:01,1
14-May-24,1231,Air Jordan,Plane,14-05-2024 01:33,04-01-2021 03:13,1
03-Jun-24,1251,Air Jordan,Plane,03-06-2024 01:34,04-01-2021 04:25,1
23-Jun-24,1271,Air Jordan,Plane,23-06-2024 01:35,04-01-2021 05:37,1
13-Jul-24,1291,Air Jordan,Plane,13-07-2024 01:37,04-01-2021 06:49,1
21-Jul-24,1299,Air Jordan,Plane,21-07-2024 01:37,04-01-2021 07:17,1
10-Aug-24,1319,Air Jordan,Plane,10-08-2024 01:39,04-01-2021 08:29,1
30-Aug-24,1339,Air Jordan,Plane,30-08-2024 01:40,04-01-2021 09:41,1
19-Sep-24,1359,Air Jordan,Plane,19-09-2024 01:42,04-01-2021 10:53,1
09-Oct-24,1379,Air Jordan,Plane,09-10-2024 01:43,04-01-2021 12:05,1
29-Oct-24,1399,Air Jordan,Plane,29-10-2024 01:45,04-01-2021 13:17,1
06-Nov-24,1407,Air Jordan,Plane,06-11-2024 01:45,04-01-2021 13:46,1
26-Nov-24,1427,Air Jordan,Plane,26-11-2024 01:47,04-01-2021 14:58,1
16-Dec-24,1447,Air Jordan,Plane,16-12-2024 01:48,04-01-2021 16:10,1
05-Jan-25,1467,Air Jordan,Plane,05-01-2025 01:50,04-01-2021 17:22,1
25-Jan-25,1487,Air Jordan,Plane,25-01-2025 01:51,04-01-2021 18:34,1
14-Feb-25,1507,Air Jordan,Plane,14-02-2025 01:52,04-01-2021 19:46,1
22-Feb-25,1515,Air Jordan,Plane,22-02-2025 01:53,04-01-2021 20:15,1
14-Mar-25,1535,Air Jordan,Plane,14-03-2025 01:54,04-01-2021 21:27,1
03-Apr-25,1555,Air Jordan,Plane,03-04-2025 01:56,04-01-2021 22:39,1
23-Apr-25,1575,Air Jordan,Plane,23-04-2025 01:57,04-01-2021 23:51,1
13-May-25,1595,Air Jordan,Plane,13-05-2025 01:59,05-01-2021 01:03,1
02-Jun-25,1615,Air Jordan,Plane,02-06-2025 02:00,05-01-2021 02:15,1
10-Jun-25,1623,Air Jordan,Plane,10-06-2025 02:01,05-01-2021 02:44,1
30-Jun-25,1643,Air Jordan,Plane,30-06-2025 02:02,05-01-2021 03:56,1
20-Jul-25,1663,Air Jordan,Plane,20-07-2025 02:04,05-01-2021 05:08,1
09-Aug-25,1683,Air Jordan,Plane,09-08-2025 02:05,05-01-2021 06:20,1
29-Aug-25,1703,Air Jordan,Plane,29-08-2025 02:07,05-01-2021 07:32,1
18-Sep-25,1723,Air Jordan,Plane,18-09-2025 02:08,05-01-2021 08:44,1
26-Sep-25,1731,Air Jordan,Plane,26-09-2025 02:09,05-01-2021 09:13,1
16-Oct-25,1751,Air Jordan,Plane,16-10-2025 02:10,05-01-2021 10:25,1
05-Nov-25,1771,Air Jordan,Plane,05-11-2025 02:11,05-01-2021 11:37,1
25-Nov-25,1791,Air Jordan,Plane,25-11-2025 02:13,05-01-2021 12:49,1
15-Dec-25,1811,Air Jordan,Plane,15-12-2025 02:14,05-01-2021 14:01,1
04-Jan-26,1831,Air Jordan,Plane,04-01-2026 02:16,05-01-2021 15:13,1
12-Jan-26,1839,Air Jordan,Plane,12-01-2026 02:16,05-01-2021 15:41,1
01-Feb-26,1859,Air Jordan,Plane,01-02-2026 02:18,05-01-2021 16:53,1
21-Feb-26,1879,Air Jordan,Plane,21-02-2026 02:19,05-01-2021 18:05,1
13-Mar-26,1899,Air Jordan,Plane,13-03-2026 02:21,05-01-2021 19:17,1
02-Apr-26,1919,Air Jordan,Plane,02-04-2026 02:22,05-01-2021 20:29,1
22-Apr-26,1939,Air Jordan,Plane,22-04-2026 02:24,05-01-2021 21:41,1
30-Apr-26,1947,Air Jordan,Plane,30-04-2026 02:24,05-01-2021 22:10,1
20-May-26,1967,Air Jordan,Plane,20-05-2026 02:26,05-01-2021 23:22,1
09-Jun-26,1987,Air Jordan,Plane,09-06-2026 02:27,06-01-2021 00:34,1
29-Jun-26,2007,Air Jordan,Plane,29-06-2026 02:28,06-01-2021 01:46,1
19-Jul-26,2027,Air Jordan,Plane,19-07-2026 02:30,06-01-2021 02:58,1
08-Aug-26,2047,Air Jordan,Plane,08-08-2026 02:31,06-01-2021 04:10,1
16-Aug-26,2055,Air Jordan,Plane,16-08-2026 02:32,06-01-2021 04:39,1
05-Sep-26,2075,Air Jordan,Plane,05-09-2026 02:33,06-01-2021 05:51,1
25-Sep-26,2095,Air Jordan,Plane,25-09-2026 02:35,06-01-2021 07:03,1
15-Oct-26,2115,Air Jordan,Plane,15-10-2026 02:36,06-01-2021 08:15,1
04-Nov-26,2135,Air Jordan,Plane,04-11-2026 02:38,06-01-2021 09:27,1
24-Nov-26,2155,Air Jordan,Plane,24-11-2026 02:39,06-01-2021 10:39,1
02-Dec-26,2163,Air Jordan,Plane,02-12-2026 02:40,06-01-2021 11:08,1
22-Dec-26,2183,Air Jordan,Plane,22-12-2026 02:41,06-01-2021 12:20,1
11-Jan-27,2203,Air Jordan,Plane,11-01-2027 02:43,06-01-2021 13:32,1
31-Jan-27,2223,Air Jordan,Plane,31-01-2027 02:44,06-01-2021 14:44,1
20-Feb-27,2243,Air Jordan,Plane,20-02-2027 02:45,06-01-2021 15:56,1
12-Mar-27,2263,Air Jordan,Plane,12-03-2027 02:47,06-01-2021 17:08,1
20-Mar-27,2271,Air Jordan,Plane,20-03-2027 02:47,06-01-2021 17:37,1
09-Apr-27,2291,Air Jordan,Plane,09-04-2027 02:49,06-01-2021 18:49,1
29-Apr-27,2311,Air Jordan,Plane,29-04-2027 02:50,06-01-2021 20:01,1
19-May-27,2331,Air Jordan,Plane,19-05-2027 02:52,06-01-2021 21:13,1
08-Jun-27,2351,Air Jordan,Plane,08-06-2027 02:53,06-01-2021 22:25,1
28-Jun-27,2371,Air Jordan,Plane,28-06-2027 02:55,06-01-2021 23:37,1
06-Jul-27,2379,Air Jordan,Plane,06-07-2027 02:55,07-01-2021 00:05,1
26-Jul-27,2399,Air Jordan,Plane,26-07-2027 02:57,07-01-2021 01:17,1
15-Aug-27,2419,Air Jordan,Plane,15-08-2027 02:58,07-01-2021 02:29,1
04-Sep-27,2439,Air Jordan,Plane,04-09-2027 03:00,07-01-2021 03:41,1
24-Sep-27,2459,Air Jordan,Plane,24-09-2027 03:01,07-01-2021 04:53,1
14-Oct-27,2479,Air Jordan,Plane,14-10-2027 03:02,07-01-2021 06:05,1
22-Oct-27,2487,Air Jordan,Plane,22-10-2027 03:03,07-01-2021 06:34,1
07-Jan-21,8,Air Jordan,Car,07-01-2021 00:05,01-01-2021 01:50,1
27-Jan-21,28,Air Jordan,Car,27-01-2021 00:06,01-01-2021 03:02,1
16-Feb-21,48,Air Jordan,Car,16-02-2021 00:07,01-01-2021 04:14,1
08-Mar-21,68,Air Jordan,Car,08-03-2021 00:09,01-01-2021 05:26,1
28-Mar-21,88,Air Jordan,Car,28-03-2021 00:10,01-01-2021 06:38,1
17-Apr-21,108,Air Jordan,Car,17-04-2021 00:12,01-01-2021 07:50,1
25-Apr-21,116,Air Jordan,Car,25-04-2021 00:12,01-01-2021 08:19,1
15-May-21,136,Air Jordan,Car,15-05-2021 00:14,01-01-2021 09:31,1
04-Jun-21,156,Air Jordan,Car,04-06-2021 00:15,01-01-2021 10:43,1
24-Jun-21,176,Air Jordan,Car,24-06-2021 00:17,01-01-2021 11:55,1
14-Jul-21,196,Air Jordan,Car,14-07-2021 00:18,01-01-2021 13:07,1
03-Aug-21,216,Air Jordan,Car,03-08-2021 00:20,01-01-2021 14:19,1
11-Aug-21,224,Air Jordan,Car,11-08-2021 00:20,01-01-2021 14:47,1
31-Aug-21,244,Air Jordan,Car,31-08-2021 00:22,01-01-2021 15:59,1
20-Sep-21,264,Air Jordan,Car,20-09-2021 00:23,01-01-2021 17:11,1
10-Oct-21,284,Air Jordan,Car,10-10-2021 00:24,01-01-2021 18:23,1
30-Oct-21,304,Air Jordan,Car,30-10-2021 00:26,01-01-2021 19:35,1
19-Nov-21,324,Air Jordan,Car,19-11-2021 00:27,01-01-2021 20:47,1
27-Nov-21,332,Air Jordan,Car,27-11-2021 00:28,01-01-2021 21:16,1
17-Dec-21,352,Air Jordan,Car,17-12-2021 00:29,01-01-2021 22:28,1
06-Jan-22,372,Air Jordan,Car,06-01-2022 00:31,01-01-2021 23:40,1
26-Jan-22,392,Air Jordan,Car,26-01-2022 00:32,02-01-2021 00:52,1
15-Feb-22,412,Air Jordan,Car,15-02-2022 00:34,02-01-2021 02:04,1
07-Mar-22,432,Air Jordan,Car,07-03-2022 00:35,02-01-2021 03:16,1
15-Mar-22,440,Air Jordan,Car,15-03-2022 00:36,02-01-2021 03:45,1
04-Apr-22,460,Air Jordan,Car,04-04-2022 00:37,02-01-2021 04:57,1
24-Apr-22,480,Air Jordan,Car,24-04-2022 00:39,02-01-2021 06:09,1
14-May-22,500,Air Jordan,Car,14-05-2022 00:40,02-01-2021 07:21,1
03-Jun-22,520,Air Jordan,Car,03-06-2022 00:41,02-01-2021 08:33,1
23-Jun-22,540,Air Jordan,Car,23-06-2022 00:43,02-01-2021 09:45,1
01-Jul-22,548,Air Jordan,Car,01-07-2022 00:43,02-01-2021 10:14,1
21-Jul-22,568,Air Jordan,Car,21-07-2022 00:45,02-01-2021 11:26,1
10-Aug-22,588,Air Jordan,Car,10-08-2022 00:46,02-01-2021 12:38,1
30-Aug-22,608,Air Jordan,Car,30-08-2022 00:48,02-01-2021 13:50,1
19-Sep-22,628,Air Jordan,Car,19-09-2022 00:49,02-01-2021 15:02,1
09-Oct-22,648,Air Jordan,Car,09-10-2022 00:51,02-01-2021 16:14,1
17-Oct-22,656,Air Jordan,Car,17-10-2022 00:51,02-01-2021 16:43,1
06-Nov-22,676,Air Jordan,Car,06-11-2022 00:53,02-01-2021 17:55,1
26-Nov-22,696,Air Jordan,Car,26-11-2022 00:54,02-01-2021 19:07,1
16-Dec-22,716,Air Jordan,Car,16-12-2022 00:56,02-01-2021 20:19,1
05-Jan-23,736,Air Jordan,Car,05-01-2023 00:57,02-01-2021 21:31,1
25-Jan-23,756,Air Jordan,Car,25-01-2023 00:58,02-01-2021 22:43,1
02-Feb-23,764,Air Jordan,Car,02-02-2023 00:59,02-01-2021 23:11,1
22-Feb-23,784,Air Jordan,Car,22-02-2023 01:00,03-01-2021 00:23,1
14-Mar-23,804,Air Jordan,Car,14-03-2023 01:02,03-01-2021 01:35,1
03-Apr-23,824,Air Jordan,Car,03-04-2023 01:03,03-01-2021 02:47,1
23-Apr-23,844,Air Jordan,Car,23-04-2023 01:05,03-01-2021 03:59,1
13-May-23,864,Air Jordan,Car,13-05-2023 01:06,03-01-2021 05:11,1
21-May-23,872,Air Jordan,Car,21-05-2023 01:07,03-01-2021 05:40,1
10-Jun-23,892,Air Jordan,Car,10-06-2023 01:08,03-01-2021 06:52,1
30-Jun-23,912,Air Jordan,Car,30-06-2023 01:10,03-01-2021 08:04,1
20-Jul-23,932,Air Jordan,Car,20-07-2023 01:11,03-01-2021 09:16,1
09-Aug-23,952,Air Jordan,Car,09-08-2023 01:13,03-01-2021 10:28,1
29-Aug-23,972,Air Jordan,Car,29-08-2023 01:14,03-01-2021 11:40,1
06-Sep-23,980,Air Jordan,Car,06-09-2023 01:15,03-01-2021 12:09,1
26-Sep-23,1000,Air Jordan,Car,26-09-2023 01:16,03-01-2021 13:21,1
16-Oct-23,1020,Air Jordan,Car,16-10-2023 01:17,03-01-2021 14:33,1
05-Nov-23,1040,Air Jordan,Car,05-11-2023 01:19,03-01-2021 15:45,1
25-Nov-23,1060,Air Jordan,Car,25-11-2023 01:20,03-01-2021 16:57,1
15-Dec-23,1080,Air Jordan,Car,15-12-2023 01:22,03-01-2021 18:09,1
23-Dec-23,1088,Air Jordan,Car,23-12-2023 01:22,03-01-2021 18:38,1
12-Jan-24,1108,Air Jordan,Car,12-01-2024 01:24,03-01-2021 19:50,1
01-Feb-24,1128,Air Jordan,Car,01-02-2024 01:25,03-01-2021 21:02,1
21-Feb-24,1148,Air Jordan,Car,21-02-2024 01:27,03-01-2021 22:14,1
12-Mar-24,1168,Air Jordan,Car,12-03-2024 01:28,03-01-2021 23:26,1
01-Apr-24,1188,Air Jordan,Car,01-04-2024 01:30,04-01-2021 00:38,1
09-Apr-24,1196,Air Jordan,Car,09-04-2024 01:30,04-01-2021 01:07,1
29-Apr-24,1216,Air Jordan,Car,29-04-2024 01:32,04-01-2021 02:19,1
19-May-24,1236,Air Jordan,Car,19-05-2024 01:33,04-01-2021 03:31,1
08-Jun-24,1256,Air Jordan,Car,08-06-2024 01:34,04-01-2021 04:43,1
28-Jun-24,1276,Air Jordan,Car,28-06-2024 01:36,04-01-2021 05:55,1
18-Jul-24,1296,Air Jordan,Car,18-07-2024 01:37,04-01-2021 07:07,1
26-Jul-24,1304,Air Jordan,Car,26-07-2024 01:38,04-01-2021 07:35,1
15-Aug-24,1324,Air Jordan,Car,15-08-2024 01:39,04-01-2021 08:47,1
04-Sep-24,1344,Air Jordan,Car,04-09-2024 01:41,04-01-2021 09:59,1
24-Sep-24,1364,Air Jordan,Car,24-09-2024 01:42,04-01-2021 11:11,1
14-Oct-24,1384,Air Jordan,Car,14-10-2024 01:44,04-01-2021 12:23,1
03-Nov-24,1404,Air Jordan,Car,03-11-2024 01:45,04-01-2021 13:35,1
11-Nov-24,1412,Air Jordan,Car,11-11-2024 01:46,04-01-2021 14:04,1
01-Dec-24,1432,Air Jordan,Car,01-12-2024 01:47,04-01-2021 15:16,1
21-Dec-24,1452,Air Jordan,Car,21-12-2024 01:49,04-01-2021 16:28,1
10-Jan-25,1472,Air Jordan,Car,10-01-2025 01:50,04-01-2021 17:40,1
30-Jan-25,1492,Air Jordan,Car,30-01-2025 01:51,04-01-2021 18:52,1
19-Feb-25,1512,Air Jordan,Car,19-02-2025 01:53,04-01-2021 20:04,1
27-Feb-25,1520,Air Jordan,Car,27-02-2025 01:53,04-01-2021 20:33,1
19-Mar-25,1540,Air Jordan,Car,19-03-2025 01:55,04-01-2021 21:45,1
08-Apr-25,1560,Air Jordan,Car,08-04-2025 01:56,04-01-2021 22:57,1
28-Apr-25,1580,Air Jordan,Car,28-04-2025 01:58,05-01-2021 00:09,1
18-May-25,1600,Air Jordan,Car,18-05-2025 01:59,05-01-2021 01:21,1
07-Jun-25,1620,Air Jordan,Car,07-06-2025 02:01,05-01-2021 02:33,1
15-Jun-25,1628,Air Jordan,Car,15-06-2025 02:01,05-01-2021 03:02,1
05-Jul-25,1648,Air Jordan,Car,05-07-2025 02:03,05-01-2021 04:14,1
25-Jul-25,1668,Air Jordan,Car,25-07-2025 02:04,05-01-2021 05:26,1
14-Aug-25,1688,Air Jordan,Car,14-08-2025 02:06,05-01-2021 06:38,1
03-Sep-25,1708,Air Jordan,Car,03-09-2025 02:07,05-01-2021 07:50,1
23-Sep-25,1728,Air Jordan,Car,23-09-2025 02:08,05-01-2021 09:02,1
01-Oct-25,1736,Air Jordan,Car,01-10-2025 02:09,05-01-2021 09:31,1
21-Oct-25,1756,Air Jordan,Car,21-10-2025 02:10,05-01-2021 10:43,1
10-Nov-25,1776,Air Jordan,Car,10-11-2025 02:12,05-01-2021 11:55,1
30-Nov-25,1796,Air Jordan,Car,30-11-2025 02:13,05-01-2021 13:07,1
20-Dec-25,1816,Air Jordan,Car,20-12-2025 02:15,05-01-2021 14:19,1
09-Jan-26,1836,Air Jordan,Car,09-01-2026 02:16,05-01-2021 15:31,1
17-Jan-26,1844,Air Jordan,Car,17-01-2026 02:17,05-01-2021 15:59,1
06-Feb-26,1864,Air Jordan,Car,06-02-2026 02:18,05-01-2021 17:11,1
26-Feb-26,1884,Air Jordan,Car,26-02-2026 02:20,05-01-2021 18:23,1
18-Mar-26,1904,Air Jordan,Car,18-03-2026 02:21,05-01-2021 19:35,1
07-Apr-26,1924,Air Jordan,Car,07-04-2026 02:22,05-01-2021 20:47,1
27-Apr-26,1944,Air Jordan,Car,27-04-2026 02:24,05-01-2021 21:59,1
05-May-26,1952,Air Jordan,Car,05-05-2026 02:25,05-01-2021 22:28,1
25-May-26,1972,Air Jordan,Car,25-05-2026 02:26,05-01-2021 23:40,1
14-Jun-26,1992,Air Jordan,Car,14-06-2026 02:27,06-01-2021 00:52,1
04-Jul-26,2012,Air Jordan,Car,04-07-2026 02:29,06-01-2021 02:04,1
24-Jul-26,2032,Air Jordan,Car,24-07-2026 02:30,06-01-2021 03:16,1
13-Aug-26,2052,Air Jordan,Car,13-08-2026 02:32,06-01-2021 04:28,1
21-Aug-26,2060,Air Jordan,Car,21-08-2026 02:32,06-01-2021 04:57,1
10-Sep-26,2080,Air Jordan,Car,10-09-2026 02:34,06-01-2021 06:09,1
30-Sep-26,2100,Air Jordan,Car,30-09-2026 02:35,06-01-2021 07:21,1
20-Oct-26,2120,Air Jordan,Car,20-10-2026 02:37,06-01-2021 08:33,1
09-Nov-26,2140,Air Jordan,Car,09-11-2026 02:38,06-01-2021 09:45,1
29-Nov-26,2160,Air Jordan,Car,29-11-2026 02:39,06-01-2021 10:57,1
07-Dec-26,2168,Air Jordan,Car,07-12-2026 02:40,06-01-2021 11:26,1
27-Dec-26,2188,Air Jordan,Car,27-12-2026 02:42,06-01-2021 12:38,1
16-Jan-27,2208,Air Jordan,Car,16-01-2027 02:43,06-01-2021 13:50,1
05-Feb-27,2228,Air Jordan,Car,05-02-2027 02:44,06-01-2021 15:02,1
25-Feb-27,2248,Air Jordan,Car,25-02-2027 02:46,06-01-2021 16:14,1
17-Mar-27,2268,Air Jordan,Car,17-03-2027 02:47,06-01-2021 17:26,1
25-Mar-27,2276,Air Jordan,Car,25-03-2027 02:48,06-01-2021 17:55,1
14-Apr-27,2296,Air Jordan,Car,14-04-2027 02:49,06-01-2021 19:07,1
04-May-27,2316,Air Jordan,Car,04-05-2027 02:51,06-01-2021 20:19,1
24-May-27,2336,Air Jordan,Car,24-05-2027 02:52,06-01-2021 21:31,1
13-Jun-27,2356,Air Jordan,Car,13-06-2027 02:54,06-01-2021 22:43,1
03-Jul-27,2376,Air Jordan,Car,03-07-2027 02:55,06-01-2021 23:55,1
11-Jul-27,2384,Air Jordan,Car,11-07-2027 02:56,07-01-2021 00:23,1
31-Jul-27,2404,Air Jordan,Car,31-07-2027 02:57,07-01-2021 01:35,1
20-Aug-27,2424,Air Jordan,Car,20-08-2027 02:58,07-01-2021 02:47,1
09-Sep-27,2444,Air Jordan,Car,09-09-2027 03:00,07-01-2021 03:59,1
29-Sep-27,2464,Air Jordan,Car,29-09-2027 03:01,07-01-2021 05:11,1
